,Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
763,John Hickenlooper,2023-04-13,2023-03-20,LSXMK,Sale,"$15,001 - $50,000",Senate,15001.0,D
764,John Hickenlooper,2023-04-13,2023-03-20,BATRK,Sale,"$15,001 - $50,000",Senate,15001.0,D
765,John Hickenlooper,2023-04-13,2023-03-20,LBRDK,Sale,"$15,001 - $50,000",Senate,15001.0,D
766,John Hickenlooper,2023-04-13,2023-03-20,LTRPA,Sale,"$1,001 - $15,000",Senate,1001.0,D
767,John Hickenlooper,2023-04-13,2023-03-15,NOK,Sale,"$1,001 - $15,000",Senate,1001.0,D
768,John Hickenlooper,2023-04-13,2023-03-08,FWONK,Sale,"$500,001 - $1,000,000",Senate,500001.0,D
769,John Hickenlooper,2023-04-13,2023-03-08,FWONK,Purchase,"$250,001 - $500,000",Senate,250001.0,D
770,Angus King,2023-04-13,2023-03-20,USB,Sale,"$1,001 - $15,000",Senate,1001.0,I
771,Gary Peters,2023-04-12,2023-03-14,O,Purchase,"$15,001 - $50,000",Senate,15001.0,D
772,Gary Peters,2023-04-12,2023-03-14,TFC,Purchase,"$1,001 - $15,000",Senate,1001.0,D
773,Gary Peters,2023-04-12,2023-03-13,NUE,Sale,"$50,001 - $100,000",Senate,50001.0,D
774,Tommy Tuberville,2023-04-12,2023-03-21,CLF,Purchase,"$50,001 - $100,000",Senate,50001.0,R
775,Tommy Tuberville,2023-04-12,2023-03-21,X,Sale,"$50,001 - $100,000",Senate,50001.0,R
776,Tommy Tuberville,2023-04-12,2023-03-21,X,Sale,"$50,001 - $100,000",Senate,50001.0,R
777,Tommy Tuberville,2023-04-12,2023-03-21,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
778,Tommy Tuberville,2023-04-12,2023-03-21,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
779,Tommy Tuberville,2023-04-12,2023-03-21,TSM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
780,Tommy Tuberville,2023-04-12,2023-03-21,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
781,Tommy Tuberville,2023-04-12,2023-03-21,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
782,Tommy Tuberville,2023-04-12,2023-03-21,X,Sale,"$15,001 - $50,000",Senate,15001.0,R
783,Tommy Tuberville,2023-04-12,2023-03-21,X,Sale,"$15,001 - $50,000",Senate,15001.0,R
784,Tommy Tuberville,2023-04-12,2023-03-20,X,Sale,"$50,001 - $100,000",Senate,50001.0,R
785,Tommy Tuberville,2023-04-12,2023-03-10,KMB,Purchase,"$15,001 - $50,000",Senate,15001.0,R
786,Tommy Tuberville,2023-04-12,2023-03-06,BMO,Sale,"$1,001 - $15,000",Senate,1001.0,R
787,Tommy Tuberville,2023-04-12,2023-03-03,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
788,Thomas R. Carper,2023-04-03,2023-03-07,AAPL,Sale,"$15,001 - $50,000",Senate,15001.0,D
789,A. Mitchell Jr. McConnell,2023-03-28,2023-03-03,WFC,Purchase,"$1,001 - $15,000",Senate,1001.0,R
790,Dan Sullivan,2023-03-16,2023-02-21,CHD,Purchase,"$1,001 - $15,000",Senate,1001.0,R
791,Dan Sullivan,2023-03-16,2023-02-10,SCHW,Sale,"$1,001 - $15,000",Senate,1001.0,R
792,Dan Sullivan,2023-03-16,2023-02-10,CHD,Purchase,"$1,001 - $15,000",Senate,1001.0,R
793,Dan Sullivan,2023-03-16,2023-02-10,GOOG,Purchase,"$1,001 - $15,000",Senate,1001.0,R
794,Thomas R. Carper,2023-03-01,2023-02-28,QCOM,Sale,"$1,001 - $15,000",Senate,1001.0,D
795,Thomas R. Carper,2023-03-01,2023-02-21,WM,Purchase,"$1,001 - $15,000",Senate,1001.0,D
796,Thomas R. Carper,2023-03-01,2023-02-21,BSM,Purchase,"$1,001 - $15,000",Senate,1001.0,D
797,Thomas R. Carper,2023-03-01,2023-02-21,SBUX,Sale,"$1,001 - $15,000",Senate,1001.0,D
798,Thomas R. Carper,2023-03-01,2023-02-21,AGX,Purchase,"$1,001 - $15,000",Senate,1001.0,D
799,Thomas R. Carper,2023-03-01,2023-02-21,VFH,Sale,"$1,001 - $15,000",Senate,1001.0,D
800,Thomas R. Carper,2023-03-01,2023-02-21,SQM,Purchase,"$1,001 - $15,000",Senate,1001.0,D
801,Thomas R. Carper,2023-03-01,2023-02-21,KBE,Sale,"$1,001 - $15,000",Senate,1001.0,D
802,Thomas R. Carper,2023-03-01,2023-02-21,TSM,Sale,"$1,001 - $15,000",Senate,1001.0,D
803,Thomas R. Carper,2023-03-01,2023-02-21,HASI,Purchase,"$1,001 - $15,000",Senate,1001.0,D
804,Thomas R. Carper,2023-03-01,2023-02-21,FPI,Purchase,"$1,001 - $15,000",Senate,1001.0,D
805,Thomas R. Carper,2023-03-01,2023-02-21,MOS,Purchase,"$1,001 - $15,000",Senate,1001.0,D
806,Thomas R. Carper,2023-03-01,2023-02-21,RTH,Sale,"$1,001 - $15,000",Senate,1001.0,D
807,Thomas R. Carper,2023-03-01,2023-02-21,APO,Sale,"$1,001 - $15,000",Senate,1001.0,D
808,Thomas R. Carper,2023-03-01,2023-02-21,IRM,Sale,"$1,001 - $15,000",Senate,1001.0,D
809,Thomas R. Carper,2023-03-01,2023-02-21,RTX,Purchase,"$1,001 - $15,000",Senate,1001.0,D
810,Thomas R. Carper,2023-03-01,2023-02-15,IVV,Purchase,"$1,001 - $15,000",Senate,1001.0,D
811,Thomas R. Carper,2023-03-01,2023-02-15,LDP,Sale,"$1,001 - $15,000",Senate,1001.0,D
812,Thomas R. Carper,2023-03-01,2023-02-15,JHMM,Sale,"$1,001 - $15,000",Senate,1001.0,D
813,Thomas R. Carper,2023-03-01,2023-02-15,VHT,Purchase,"$1,001 - $15,000",Senate,1001.0,D
814,Thomas R. Carper,2023-03-01,2023-02-15,LUBYX,Sale,"$15,001 - $50,000",Senate,15001.0,D
815,Thomas R. Carper,2023-03-01,2023-02-15,MBXIX,Sale,"$1,001 - $15,000",Senate,1001.0,D
816,Thomas R. Carper,2023-03-01,2023-02-15,IJR,Purchase,"$1,001 - $15,000",Senate,1001.0,D
817,Thomas R. Carper,2023-03-01,2023-02-15,GNR,Sale,"$1,001 - $15,000",Senate,1001.0,D
818,Thomas R. Carper,2023-03-01,2023-02-15,ABYIX,Sale,"$1,001 - $15,000",Senate,1001.0,D
819,Thomas R. Carper,2023-03-01,2023-02-15,SBIO,Sale,"$1,001 - $15,000",Senate,1001.0,D
820,Thomas R. Carper,2023-03-01,2023-02-15,CDL,Sale,"$1,001 - $15,000",Senate,1001.0,D
821,Thomas R. Carper,2023-03-01,2023-02-15,SPGP,Sale,"$1,001 - $15,000",Senate,1001.0,D
822,Thomas R. Carper,2023-03-01,2023-02-15,IWD,Purchase,"$1,001 - $15,000",Senate,1001.0,D
823,Tommy Tuberville,2023-02-14,2023-01-23,GOLD,Purchase,"$1,001 - $15,000",Senate,1001.0,R
824,Tommy Tuberville,2023-02-14,2023-01-18,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
825,Tommy Tuberville,2023-02-14,2023-01-18,CLF,Purchase,"$100,001 - $250,000",Senate,100001.0,R
826,Tommy Tuberville,2023-02-14,2023-01-18,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
827,Tommy Tuberville,2023-02-14,2023-01-13,UAA,Purchase,"$15,001 - $50,000",Senate,15001.0,R
828,Tommy Tuberville,2023-02-14,2023-01-12,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
829,Tommy Tuberville,2023-02-14,2023-01-11,TXN,Sale,"$1,001 - $15,000",Senate,1001.0,R
830,Tommy Tuberville,2023-02-14,2023-01-11,AAPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
831,Tommy Tuberville,2023-02-14,2023-01-11,V,Sale,"$1,001 - $15,000",Senate,1001.0,R
832,Tommy Tuberville,2023-02-14,2023-01-11,KO,Sale,"$1,001 - $15,000",Senate,1001.0,R
833,Tommy Tuberville,2023-02-14,2023-01-05,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
834,Tommy Tuberville,2023-02-14,2023-01-05,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
835,Tommy Tuberville,2023-02-14,2023-01-05,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
836,Tommy Tuberville,2023-02-14,2023-01-05,X,Sale,"$15,001 - $50,000",Senate,15001.0,R
837,Tommy Tuberville,2023-02-14,2023-01-05,X,Purchase,"$1,001 - $15,000",Senate,1001.0,R
838,Tommy Tuberville,2023-02-14,2023-01-05,X,Sale,"$50,001 - $100,000",Senate,50001.0,R
839,Tommy Tuberville,2023-02-14,2023-01-05,CLF,Sale,"$15,001 - $50,000",Senate,15001.0,R
840,Tommy Tuberville,2023-02-14,2023-01-05,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
841,Tommy Tuberville,2023-02-14,2023-01-05,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
842,Tommy Tuberville,2023-02-14,2023-01-05,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
843,Dan Sullivan,2023-02-13,2023-01-10,ULTA,Sale,"$1,001 - $15,000",Senate,1001.0,R
844,Dan Sullivan,2023-02-13,2023-01-10,JPM,Sale,"$1,001 - $15,000",Senate,1001.0,R
845,Dan Sullivan,2023-02-13,2023-01-10,PXD,Sale,"$1,001 - $15,000",Senate,1001.0,R
846,Dan Sullivan,2023-02-13,2023-01-10,ALGN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
847,Dan Sullivan,2023-02-13,2023-01-10,AMZN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
848,Dan Sullivan,2023-02-13,2023-01-10,CVS,Sale,"$1,001 - $15,000",Senate,1001.0,R
849,Dan Sullivan,2023-02-13,2023-01-10,ZTS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
850,Dan Sullivan,2023-02-13,2023-01-10,BMY,Sale,"$1,001 - $15,000",Senate,1001.0,R
851,Dan Sullivan,2023-02-13,2023-01-10,BKNG,Sale,"$1,001 - $15,000",Senate,1001.0,R
852,Thomas R. Carper,2023-02-02,2023-01-31,RIO,Sale,"$1,001 - $15,000",Senate,1001.0,D
853,Thomas R. Carper,2023-02-02,2023-01-18,FPI,Purchase,"$1,001 - $15,000",Senate,1001.0,D
854,Thomas R. Carper,2023-02-02,2023-01-13,AQN,Sale,"$1,001 - $15,000",Senate,1001.0,D
855,Thomas R. Carper,2023-02-02,2023-01-11,CVS,Sale,"$1,001 - $15,000",Senate,1001.0,D
856,Thomas R. Carper,2023-02-02,2023-01-11,BHP,Purchase,"$1,001 - $15,000",Senate,1001.0,D
857,Thomas R. Carper,2023-02-02,2023-01-11,TU,Sale,"$1,001 - $15,000",Senate,1001.0,D
858,Thomas R. Carper,2023-02-02,2023-01-11,HOLX,Sale,"$1,001 - $15,000",Senate,1001.0,D
859,Thomas R. Carper,2023-02-02,2023-01-11,MCD,Sale,"$1,001 - $15,000",Senate,1001.0,D
860,Thomas R. Carper,2023-02-02,2023-01-11,MOO,Sale,"$1,001 - $15,000",Senate,1001.0,D
861,Thomas R. Carper,2023-02-02,2023-01-11,ATKR,Purchase,"$1,001 - $15,000",Senate,1001.0,D
862,Thomas R. Carper,2023-02-02,2023-01-11,SRVR,Sale,"$1,001 - $15,000",Senate,1001.0,D
863,Thomas R. Carper,2023-02-02,2023-01-11,EQNR,Purchase,"$1,001 - $15,000",Senate,1001.0,D
864,Thomas R. Carper,2023-02-02,2023-01-11,AXS,Sale,"$1,001 - $15,000",Senate,1001.0,D
865,Thomas R. Carper,2023-02-02,2023-01-11,CME,Purchase,"$1,001 - $15,000",Senate,1001.0,D
866,Thomas R. Carper,2023-02-02,2023-01-11,DLR,Purchase,"$1,001 - $15,000",Senate,1001.0,D
867,Thomas R. Carper,2023-02-02,2023-01-11,SAND,Purchase,"$1,001 - $15,000",Senate,1001.0,D
868,Thomas R. Carper,2023-02-02,2023-01-11,RMD,Sale,"$1,001 - $15,000",Senate,1001.0,D
869,Thomas R. Carper,2023-02-02,2023-01-11,AMT,Purchase,"$1,001 - $15,000",Senate,1001.0,D
870,Thomas R. Carper,2023-02-02,2023-01-11,BSM,Purchase,"$1,001 - $15,000",Senate,1001.0,D
871,Thomas R. Carper,2023-02-02,2023-01-11,URA,Purchase,"$1,001 - $15,000",Senate,1001.0,D
872,Thomas R. Carper,2023-02-02,2023-01-11,FLNG,Purchase,"$1,001 - $15,000",Senate,1001.0,D
873,Thomas R. Carper,2023-02-02,2023-01-04,MGM,Purchase,"$1,001 - $15,000",Senate,1001.0,D
874,Thomas R. Carper,2023-02-02,2023-01-04,MAXR,Sale,"$1,001 - $15,000",Senate,1001.0,D
875,Angus King,2023-01-18,2022-12-21,EA,Purchase,"$1,001 - $15,000",Senate,1001.0,I
876,Angus King,2023-01-18,2022-12-19,ADBE,Sale,"$1,001 - $15,000",Senate,1001.0,I
877,Shelley Moore Capito,2023-01-17,2022-12-15,VFC,Sale,"$1,001 - $15,000",Senate,1001.0,R
878,Maria Cantwell,2023-01-13,2022-12-28,RNWK,Sale,"$15,001 - $50,000",Senate,15001.0,D
879,Tommy Tuberville,2023-01-13,2022-12-23,GOLD,Purchase,"$15,001 - $50,000",Senate,15001.0,R
880,Tommy Tuberville,2023-01-13,2022-12-19,NU,Purchase,"$1,001 - $15,000",Senate,1001.0,R
881,Tommy Tuberville,2023-01-13,2022-12-15,DIS,Sale,"$15,001 - $50,000",Senate,15001.0,R
882,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
883,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
884,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
885,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$15,001 - $50,000",Senate,15001.0,R
886,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$100,001 - $250,000",Senate,100001.0,R
887,Tommy Tuberville,2023-01-13,2022-12-09,PG,Sale,"$1,001 - $15,000",Senate,1001.0,R
888,Tommy Tuberville,2023-01-13,2022-12-09,CLX,Sale,"$1,001 - $15,000",Senate,1001.0,R
889,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$50,001 - $100,000",Senate,50001.0,R
890,Tommy Tuberville,2023-01-13,2022-12-09,PG,Sale,"$1,001 - $15,000",Senate,1001.0,R
891,Tommy Tuberville,2023-01-13,2022-12-09,PYPL,Sale,"$100,001 - $250,000",Senate,100001.0,R
892,Tommy Tuberville,2023-01-13,2022-12-09,KMB,Sale,"$1,001 - $15,000",Senate,1001.0,R
893,Tommy Tuberville,2023-01-13,2022-12-08,PYPL,Purchase,"$15,001 - $50,000",Senate,15001.0,R
894,Tommy Tuberville,2023-01-13,2022-12-06,GOLD,Purchase,"$50,001 - $100,000",Senate,50001.0,R
895,Tommy Tuberville,2023-01-13,2022-12-05,PYPL,Purchase,"$250,001 - $500,000",Senate,250001.0,R
896,Tommy Tuberville,2023-01-13,2022-12-02,QCOM,Sale,"$15,001 - $50,000",Senate,15001.0,R
897,Tommy Tuberville,2023-01-13,2022-12-02,QCOM,Sale,"$50,001 - $100,000",Senate,50001.0,R
898,Tommy Tuberville,2023-01-13,2022-12-01,GOLD,Purchase,"$1,001 - $15,000",Senate,1001.0,R
899,Tommy Tuberville,2023-01-13,2022-12-01,QCOM,Purchase,"$100,001 - $250,000",Senate,100001.0,R
900,Jacky Rosen,2023-01-11,2023-01-03,GE,Sale,"$1,001 - $15,000",Senate,1001.0,D
901,Jacky Rosen,2023-01-11,2023-01-03,GE,Sale,"$1,001 - $15,000",Senate,1001.0,D
902,Jacky Rosen,2023-01-11,2023-01-03,GE,Sale,"$1,001 - $15,000",Senate,1001.0,D
903,Jacky Rosen,2023-01-11,2023-01-03,GE,Sale,"$1,001 - $15,000",Senate,1001.0,D
904,Gary Peters,2023-01-10,2022-12-12,WBD,Sale,"$1,001 - $15,000",Senate,1001.0,D
905,Susan M. Collins,2023-01-10,2022-12-20,AKAM,Sale,"$15,001 - $50,000",Senate,15001.0,R
906,Sheldon Whitehouse,2022-12-30,2022-11-29,C,Sale,"$1,001 - $15,000",Senate,1001.0,D
907,Sheldon Whitehouse,2022-12-30,2022-11-29,C,Sale,"$1,001 - $15,000",Senate,1001.0,D
908,A. Mitchell Jr. McConnell,2022-12-29,2022-12-05,WFC,Purchase,"$1,001 - $15,000",Senate,1001.0,R
909,A. Mitchell Jr. McConnell,2022-12-29,2022-11-29,KR,Purchase,"$1,001 - $15,000",Senate,1001.0,R
910,John Hickenlooper,2022-12-22,2022-12-14,FWONK,Purchase,"$50,001 - $100,000",Senate,50001.0,D
911,John Hickenlooper,2022-12-22,2022-12-05,LSXMK,Purchase,"$100,001 - $250,000",Senate,100001.0,D
912,John Hickenlooper,2022-12-22,2022-12-05,LSXMK,Sale,"$250,001 - $500,000",Senate,250001.0,D
913,John Hickenlooper,2022-12-22,2022-11-29,LBRDK,Purchase,"$50,001 - $100,000",Senate,50001.0,D
914,John Hickenlooper,2022-12-22,2022-11-29,LBRDK,Sale,"$50,001 - $100,000",Senate,50001.0,D
915,Dan Sullivan,2022-12-21,2022-11-30,SYK,Sale,"$1,001 - $15,000",Senate,1001.0,R
916,Dan Sullivan,2022-12-21,2022-11-30,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
917,Dan Sullivan,2022-12-21,2022-11-30,GOOG,Sale,"$1,001 - $15,000",Senate,1001.0,R
918,Dan Sullivan,2022-12-21,2022-11-30,META,Sale,"$1,001 - $15,000",Senate,1001.0,R
919,Dan Sullivan,2022-12-21,2022-11-30,ADBE,Sale,"$1,001 - $15,000",Senate,1001.0,R
920,Dan Sullivan,2022-12-21,2022-11-30,MDT,Sale,"$1,001 - $15,000",Senate,1001.0,R
921,Dan Sullivan,2022-12-21,2022-11-30,BAX,Sale,"$1,001 - $15,000",Senate,1001.0,R
922,Dan Sullivan,2022-12-21,2022-11-30,RPM,Sale,"$15,001 - $50,000",Senate,15001.0,R
923,Dan Sullivan,2022-12-21,2022-11-30,MLM,Sale,"$1,001 - $15,000",Senate,1001.0,R
924,Dan Sullivan,2022-12-21,2022-11-30,FFIV,Sale,"$1,001 - $15,000",Senate,1001.0,R
925,Dan Sullivan,2022-12-21,2022-11-30,CMCSA,Sale,"$1,001 - $15,000",Senate,1001.0,R
926,Dan Sullivan,2022-12-21,2022-11-30,ELAN,Sale,"$1,001 - $15,000",Senate,1001.0,R
927,Dan Sullivan,2022-12-21,2022-11-30,MSFT,Purchase,"$15,001 - $50,000",Senate,15001.0,R
928,Dan Sullivan,2022-12-21,2022-11-30,LRCX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
929,Dan Sullivan,2022-12-21,2022-11-30,ZTS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
930,Dan Sullivan,2022-12-21,2022-11-30,TJX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
931,Dan Sullivan,2022-12-21,2022-11-30,TMO,Purchase,"$1,001 - $15,000",Senate,1001.0,R
932,Dan Sullivan,2022-12-21,2022-11-22,NVDA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
933,Dan Sullivan,2022-12-21,2022-11-22,AMZN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
934,Dan Sullivan,2022-12-21,2022-11-22,DIS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
935,Dan Sullivan,2022-12-21,2022-11-22,DIS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
936,Dan Sullivan,2022-12-21,2022-11-22,MSFT,Purchase,"$1,001 - $15,000",Senate,1001.0,R
937,Dan Sullivan,2022-12-21,2022-11-22,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R
938,Dan Sullivan,2022-12-21,2022-11-22,ADBE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
939,Dan Sullivan,2022-12-21,2022-11-22,NVDA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
940,Dan Sullivan,2022-12-21,2022-11-22,GOOG,Purchase,"$1,001 - $15,000",Senate,1001.0,R
941,Dan Sullivan,2022-12-21,2022-11-22,MSFT,Purchase,"$1,001 - $15,000",Senate,1001.0,R
942,Dan Sullivan,2022-12-21,2022-11-22,META,Purchase,"$1,001 - $15,000",Senate,1001.0,R
943,Dan Sullivan,2022-12-21,2022-11-22,GOOG,Purchase,"$1,001 - $15,000",Senate,1001.0,R
944,Dan Sullivan,2022-12-21,2022-11-22,AMZN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
945,Dan Sullivan,2022-12-21,2022-11-22,ADBE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
946,Dan Sullivan,2022-12-21,2022-11-22,META,Purchase,"$1,001 - $15,000",Senate,1001.0,R
947,Dan Sullivan,2022-12-21,2022-11-22,META,Purchase,"$1,001 - $15,000",Senate,1001.0,R
948,Dan Sullivan,2022-12-21,2022-11-22,AMZN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
949,Dan Sullivan,2022-12-21,2022-11-22,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R
950,Dan Sullivan,2022-12-21,2022-11-22,DIS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
951,Dan Sullivan,2022-12-21,2022-11-22,ADBE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
952,Dan Sullivan,2022-12-21,2022-11-22,NVDA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
953,Dan Sullivan,2022-12-21,2022-11-22,MSFT,Purchase,"$1,001 - $15,000",Senate,1001.0,R
954,Dan Sullivan,2022-12-21,2022-11-22,GOOG,Purchase,"$1,001 - $15,000",Senate,1001.0,R
955,Dan Sullivan,2022-12-21,2022-11-22,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R
956,Tommy Tuberville,2022-12-14,2022-11-23,MSFT,Purchase,"$1,001 - $15,000",Senate,1001.0,R
957,Tommy Tuberville,2022-12-14,2022-11-23,TSM,Sale,"$1,001 - $15,000",Senate,1001.0,R
958,Tommy Tuberville,2022-12-14,2022-11-23,TSM,Sale,"$1,001 - $15,000",Senate,1001.0,R
959,Tommy Tuberville,2022-12-14,2022-11-23,MSFT,Sale,"$15,001 - $50,000",Senate,15001.0,R
960,Tommy Tuberville,2022-12-14,2022-11-22,INTC,Sale,"$15,001 - $50,000",Senate,15001.0,R
961,Tommy Tuberville,2022-12-14,2022-11-22,F,Sale,"$100,001 - $250,000",Senate,100001.0,R
962,Tommy Tuberville,2022-12-14,2022-11-22,MSFT,Sale,"$100,001 - $250,000",Senate,100001.0,R
963,Tommy Tuberville,2022-12-14,2022-11-17,F,Purchase,"$100,001 - $250,000",Senate,100001.0,R
964,Tommy Tuberville,2022-12-14,2022-11-09,INTC,Purchase,"$100,001 - $250,000",Senate,100001.0,R
965,Tommy Tuberville,2022-12-14,2022-11-08,PYPL,Sale,"$100,001 - $250,000",Senate,100001.0,R
966,Tommy Tuberville,2022-12-14,2022-11-08,PYPL,Sale,"$50,001 - $100,000",Senate,50001.0,R
967,Tommy Tuberville,2022-12-14,2022-11-08,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
968,Tommy Tuberville,2022-12-14,2022-11-08,ATVI,Purchase,"$100,001 - $250,000",Senate,100001.0,R
969,Tommy Tuberville,2022-12-14,2022-11-08,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
970,Tommy Tuberville,2022-12-14,2022-11-08,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
971,Ron Wyden,2022-12-11,2022-11-11,IRBT,Sale,"$15,001 - $50,000",Senate,15001.0,D
972,Ron Wyden,2022-12-11,2022-11-11,MMM,Sale,"$1,001 - $15,000",Senate,1001.0,D
973,Ron Wyden,2022-12-11,2022-11-11,SQ,Sale,"$15,001 - $50,000",Senate,15001.0,D
974,Ron Wyden,2022-12-11,2022-11-11,STX,Sale,"$15,001 - $50,000",Senate,15001.0,D
975,Ron Wyden,2022-12-11,2022-11-11,BALL,Sale,"$15,001 - $50,000",Senate,15001.0,D
976,Ron Wyden,2022-12-11,2022-11-11,WDAY,Sale,"$1,001 - $15,000",Senate,1001.0,D
977,Ron Wyden,2022-12-11,2022-11-11,FDX,Sale,"$50,001 - $100,000",Senate,50001.0,D
978,Ron Wyden,2022-12-11,2022-11-11,PYPL,Sale,"$100,001 - $250,000",Senate,100001.0,D
979,Ron Wyden,2022-12-11,2022-11-11,META,Sale,"$50,001 - $100,000",Senate,50001.0,D
980,Ron Wyden,2022-12-11,2022-11-11,MTCH,Sale,"$15,001 - $50,000",Senate,15001.0,D
981,Ron Wyden,2022-12-11,2022-11-11,COUP,Sale,"$15,001 - $50,000",Senate,15001.0,D
982,Ron Wyden,2022-12-11,2022-11-11,NFLX,Sale,"$50,001 - $100,000",Senate,50001.0,D
983,Ron Wyden,2022-12-11,2022-11-11,DIS,Sale,"$50,001 - $100,000",Senate,50001.0,D
984,Thomas R. Carper,2022-12-09,2022-11-29,WIW,Sale,"$1,001 - $15,000",Senate,1001.0,D
985,Thomas R. Carper,2022-12-09,2022-11-29,GBIL,Purchase,"$1,001 - $15,000",Senate,1001.0,D
986,Thomas R. Carper,2022-12-09,2022-11-29,WIW,Sale,"$1,001 - $15,000",Senate,1001.0,D
987,Thomas R. Carper,2022-12-09,2022-11-29,GBIL,Purchase,"$1,001 - $15,000",Senate,1001.0,D
988,Thomas R. Carper,2022-12-09,2022-11-29,WIW,Sale,"$15,001 - $50,000",Senate,15001.0,D
989,Thomas R. Carper,2022-12-09,2022-11-15,GBIL,Purchase,"$15,001 - $50,000",Senate,15001.0,D
990,Thomas R. Carper,2022-12-09,2022-11-08,LUBYX,Sale,"$1,001 - $15,000",Senate,1001.0,D
991,Thomas R. Carper,2022-12-09,2022-11-08,WIW,Sale,"$1,001 - $15,000",Senate,1001.0,D
992,John Hickenlooper,2022-11-29,2022-11-23,BATRK,Purchase,"$50,001 - $100,000",Senate,50001.0,D
993,John Hickenlooper,2022-11-29,2022-11-23,BATRK,Sale,"$100,001 - $250,000",Senate,100001.0,D
994,John Hickenlooper,2022-11-29,2022-11-21,BATRA,Sale,"$15,001 - $50,000",Senate,15001.0,D
995,John Hickenlooper,2022-11-29,2022-11-21,BATRA,Purchase,"$1,001 - $15,000",Senate,1001.0,D
996,John Hickenlooper,2022-11-29,2022-11-21,BATRK,Sale,"$15,001 - $50,000",Senate,15001.0,D
997,John Hickenlooper,2022-11-29,2022-11-21,BATRK,Purchase,"$1,001 - $15,000",Senate,1001.0,D
998,John Hickenlooper,2022-11-29,2022-11-14,LBRDA,Sale,"$50,001 - $100,000",Senate,50001.0,D
999,John Hickenlooper,2022-11-29,2022-11-14,LBRDA,Purchase,"$15,001 - $50,000",Senate,15001.0,D
