,Ticker,App,Created,Publisher,Rating,Count,Time
244,BOH,BOH Mobile Banking,2012-02-10,Bank of Hawaii,4.80462,64545,2023-10-15
245,BOKF,BOK Financial Mobile Banking,2010-11-15,BOK Financial Corporation,4.85018,4265,2023-10-15
246,BOKF,Start Right Retire Right,2014-01-10,BOK Financial Corporation,4.74496,1784,2023-10-15
247,BOKF,TransFund ATM Locator,2013-05-14,BOK Financial Corporation,5.0,4,2023-10-15
248,BOTJ,Bank of the James,2015-03-04,Bank of the James Financial Group Inc,4.80687,844,2023-10-15
249,BOX,Box: The Content Cloud,2019-02-12,"Box, Inc.",4.76664,174221,2023-10-15
250,BOX,Dropbox: Cloud Files Storage,2009-09-29,"Dropbox, Inc.",4.77425,385116,2023-10-15
251,BOX,Jack in the Box® Order App,2017-10-03,Jack in the Box Inc.,4.05989,14193,2023-10-15
252,BOX,Box for EMM,2014-06-05,"Box, Inc.",3.05556,18,2023-10-15
253,BPR,Retail Tenant Hub - Brookfield,2019-09-11,Brookfield Property REIT Inc.,3.57143,7,2023-10-15
254,BPR,Retail Tenant Hub - Brookfield,2019-09-11,Brookfield Property REIT Inc.,3.57143,7,2023-10-15
255,BPRN,The Bank of Princeton,2013-06-11,Bank of Princeton,4.56064,437,2023-10-15
256,BPRN,The Bank of Princeton Business,2020-12-14,Bank of Princeton,0.0,0,2023-10-15
257,BRFS,BRF - Comunicação Corporativa,2018-09-06,BRF S.A.,0.0,0,2023-10-15
258,BRFS,BRF ECCO GAME,2021-09-21,BRF S.A.,0.0,0,2023-10-15
259,BRK.B,Berkshire Hathaway Travel App,2014-05-02,Berkshire Hathaway Travel Protection,2.5,2,2023-10-15
260,BRKR,CTvox,2013-02-27,Bruker microCT,5.0,1,2023-10-15
261,BRKR,Cactus Tools,2020-11-02,Bruker Daltonik GmbH,5.0,1,2023-10-15
262,BSVN,Bank7 Mobiliti,2012-08-21,Bank7,4.85686,503,2023-10-15
263,BSVN,Bank7 Business Mobiliti,2016-04-07,Bank7,0.0,0,2023-10-15
264,BSX,Boston Scientific Events,2017-12-08,Boston Scientific,5.0,3,2023-10-15
265,BSX,PainScale - Pain Tracker Diary,2017-07-11,Boston Scientific,4.52593,405,2023-10-15
266,BSX,MyLATITUDE,2018-03-13,Boston Scientific,2.73333,75,2023-10-15
267,BSX,mySCS,2019-02-02,Boston Scientific,3.9375,48,2023-10-15
268,BUD,Anheuser-Busch Events,2023-06-30,Anheuser-Busch InBev,0.0,0,2023-10-15
269,BUD,MyCooler,2022-05-25,Anheuser-Busch InBev,4.49342,608,2023-10-15
270,BUD,BudExpress,2020-03-17,Anheuser-Busch InBev,2.15789,19,2023-10-15
271,BVSN,clearvale,2010-10-01,BroadVision,5.0,1,2023-10-15
